대륙,국적,성별,총합계,사증면제,관광통과,일시취재,단기방문,단기취업,문화예술,유학,기술연수,일반연수,취재,종교,주재,기업투자,무역경영,구직,교수,회화,연구,기술지도,전문직업,예술흥행,특정활동,계절근로,비전문취업,선원취업,방문동거,거주,동반,재외동포,영주,결혼이민,기타,관광취업,방문취업,관광상륙,조건부입국허가,기타
유럽주,아이슬란드,여성,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
유럽주,몬테네그로,총계,9,,1,,1,,,2,,1,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,,
유럽주,몬테네그로,남성,5,,1,,1,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
유럽주,몬테네그로,여성,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
유럽주,보스니아-헤르체고비나,총계,7,,,,,1,,3,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
유럽주,보스니아-헤르체고비나,남성,3,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
유럽주,보스니아-헤르체고비나,여성,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
유럽주,코소보,총계,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,
유럽주,코소보,남성,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
유럽주,코소보,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
유럽주,교황청,총계,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
유럽주,교황청,남성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
유럽주,유고슬라비아,총계,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
유럽주,유고슬라비아,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
유럽주,안도라,총계,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,안도라,여성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,스발바르,총계,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
유럽주,스발바르,남성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
유럽주,세르비아몬테네그로,총계,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,세르비아몬테네그로,남성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,산마리노,총계,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,산마리노,남성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,리히텐슈타인,총계,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,리히텐슈타인,여성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,총계,총계,"11,266",555,"1,514",,99,6,,48,,49,5,11,16,63,28,7,61,438,15,16,22,20,190,,1,,55,90,220,"6,536",281,589,2,8,,3,,318
오세아니아주,오스트레일리아,총계,"7,554",91,"1,465",,72,6,,28,,28,4,8,12,47,23,5,29,274,13,14,14,17,149,,,,39,58,172,"4,216",170,388,2,6,,3,,201
오세아니아주,오스트레일리아,남성,"3,601",43,711,,37,5,,16,,14,4,4,11,35,23,2,22,118,13,14,13,14,101,,,,24,42,56,"1,752",125,288,2,3,,1,,108
오세아니아주,오스트레일리아,여성,"3,953",48,754,,35,1,,12,,14,,4,1,12,,3,7,156,,,1,3,48,,,,15,16,116,"2,464",45,100,,3,,2,,93
오세아니아주,뉴질랜드,총계,"3,523",464,5,,16,,,8,,6,1,3,4,15,5,2,31,164,2,2,8,1,40,,,,12,27,46,"2,288",111,193,,2,,,,67
오세아니아주,뉴질랜드,남성,"1,960",221,2,,11,,,6,,4,1,2,3,13,5,,21,83,2,2,8,1,19,,,,5,17,23,"1,212",93,166,,1,,,,39
오세아니아주,뉴질랜드,여성,"1,563",243,3,,5,,,2,,2,,1,1,2,,2,10,81,,,,,21,,,,7,10,23,"1,076",18,27,,1,,,,28
오세아니아주,피지,총계,83,,6,,5,,,8,,8,,,,,,,1,,,,,2,1,,,,2,1,,25,,5,,,,,,19
오세아니아주,피지,남성,49,,4,,4,,,4,,4,,,,,,,,,,,,2,1,,,,1,,,15,,2,,,,,,12
오세아니아주,피지,여성,34,,2,,1,,,4,,4,,,,,,,1,,,,,,,,,,1,1,,10,,3,,,,,,7
오세아니아주,키리바시,총계,23,,15,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
오세아니아주,키리바시,남성,23,,15,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
오세아니아주,미이크로네시아,총계,15,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
오세아니아주,미이크로네시아,남성,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
오세아니아주,미이크로네시아,여성,11,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
오세아니아주,파푸아뉴기니,총계,13,,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6
오세아니아주,파푸아뉴기니,남성,8,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
오세아니아주,파푸아뉴기니,여성,5,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2
오세아니아주,마샬군도,총계,13,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
오세아니아주,마샬군도,남성,9,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
오세아니아주,마샬군도,여성,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
오세아니아주,바누아투,총계,10,,,,,,,1,,,,,,,,,,,,,,,,,,,1,4,,3,,,,,,,,1
오세아니아주,바누아투,남성,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,1
오세아니아주,바누아투,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
오세아니아주,팔라우,총계,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,6
오세아니아주,팔라우,남성,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
오세아니아주,팔라우,여성,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5
오세아니아주,통가,총계,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1
오세아니아주,통가,남성,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
오세아니아주,통가,여성,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
오세아니아주,솔로몬군도,총계,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,1
오세아니아주,솔로몬군도,남성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
오세아니아주,솔로몬군도,여성,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1
오세아니아주,사모아,총계,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,사모아,남성,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,사모아,여성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,나우루,총계,5,,3,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
오세아니아주,나우루,남성,4,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
오세아니아주,나우루,여성,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,투발루,총계,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오세아니아주,투발루,남성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카주,총계,총계,"19,018",170,417,,"1,123",7,,"2,269",,408,,44,8,286,220,391,92,"1,607",147,3,5,47,237,,72,,218,538,"1,293",19,128,948,"6,061",,,,,"2,260"
아프리카주,이집트,총계,"2,823",3,240,,59,3,,100,,35,,1,,46,43,4,14,1,26,,,1,24,,1,,19,57,196,,12,105,"1,707",,,,,126
아프리카주,이집트,남성,"2,427",2,230,,56,3,,50,,7,,1,,43,43,2,10,,24,,,1,19,,1,,10,36,85,,10,87,"1,601",,,,,106
아프리카주,이집트,여성,396,1,10,,3,,,50,,28,,,,3,,2,4,1,2,,,,5,,,,9,21,111,,2,18,106,,,,,20
아프리카주,나이지리아,총계,"2,710",,6,,292,,,263,,31,,8,1,95,120,51,5,,14,,,4,12,,28,,17,17,365,,26,146,762,,,,,447
아프리카주,나이지리아,남성,"2,219",,6,,274,,,208,,20,,7,1,84,112,37,5,,13,,,4,9,,26,,9,12,152,,26,145,702,,,,,367
아프리카주,나이지리아,여성,491,,,,18,,,55,,11,,1,,11,8,14,,,1,,,,3,,2,,8,5,213,,,1,60,,,,,80
아프리카주,남아프리카공화국,총계,"2,430",,72,,17,,,15,,5,,3,1,6,2,13,41,"1,604",,2,2,10,52,,1,,5,26,129,11,24,151,163,,,,,75
아프리카주,남아프리카공화국,남성,"1,140",,56,,15,,,5,,1,,3,1,6,2,6,24,582,,2,2,7,26,,1,,3,17,56,7,22,117,137,,,,,42
아프리카주,남아프리카공화국,여성,"1,290",,16,,2,,,10,,4,,,,,,7,17,"1,022",,,,3,26,,,,2,9,73,4,2,34,26,,,,,33
아프리카주,가나,총계,"1,399",,3,,282,1,,219,,26,,4,,15,14,82,7,,19,,,3,18,,34,,44,7,59,,3,22,366,,,,,171
아프리카주,가나,남성,"1,192",,2,,269,1,,186,,17,,4,,13,13,71,7,,16,,,3,15,,33,,34,4,24,,1,21,330,,,,,128
아프리카주,가나,여성,207,,1,,13,,,33,,9,,,,2,1,11,,,3,,,,3,,1,,10,3,35,,2,1,36,,,,,43
아프리카주,모로코,총계,"1,390",99,,,,1,,118,,83,,,,3,3,6,3,1,4,,,6,20,,1,,19,15,18,,17,311,601,,,,,61
아프리카주,모로코,남성,758,74,,,,1,,25,,16,,,,1,3,2,1,,2,,,2,10,,1,,5,4,4,,13,90,472,,,,,32
아프리카주,모로코,여성,632,25,,,,,,93,,67,,,,2,,4,2,1,2,,,4,10,,,,14,11,14,,4,221,129,,,,,29
아프리카주,에티오피아,총계,"1,021",,1,,17,,,274,,24,,3,2,2,,11,6,,36,,,,17,,,,26,154,70,,13,22,171,,,,,172
아프리카주,에티오피아,남성,668,,1,,13,,,224,,16,,3,2,2,,6,6,,33,,,,15,,,,9,93,19,,11,6,111,,,,,98
아프리카주,에티오피아,여성,353,,,,4,,,50,,8,,,,,,5,,,3,,,,2,,,,17,61,51,,2,16,60,,,,,74
아프리카주,카메룬,총계,889,,8,,19,,,221,,18,,,,1,,84,2,,7,,,,7,,,,11,30,88,,2,14,184,,,,,193
아프리카주,카메룬,남성,590,,7,,13,,,154,,13,,,,1,,64,1,,6,,,,7,,,,4,18,26,,2,10,129,,,,,135
아프리카주,카메룬,여성,299,,1,,6,,,67,,5,,,,,,20,1,,1,,,,,,,,7,12,62,,,4,55,,,,,58
아프리카주,리비아,총계,693,,,,204,,,11,,2,,1,,98,14,3,,,1,,,2,,,,,2,13,176,,2,3,68,,,,,93
아프리카주,리비아,남성,527,,,,196,,,6,,2,,1,,97,13,3,,,,,,1,,,,,,8,78,,2,3,67,,,,,50
아프리카주,리비아,여성,166,,,,8,,,5,,,,,,1,1,,,,1,,,1,,,,,2,5,98,,,,1,,,,,43
아프리카주,라이베리아,총계,532,27,3,,6,,,22,,1,,1,,,,7,,,,,,,1,,,,,6,5,,1,4,329,,,,,119
아프리카주,라이베리아,남성,394,22,3,,4,,,16,,1,,1,,,,6,,,,,,,1,,,,,4,3,,1,3,244,,,,,85
아프리카주,라이베리아,여성,138,5,,,2,,,6,,,,,,,,1,,,,,,,,,,,,2,2,,,1,85,,,,,34
아프리카주,우간다,총계,516,,1,,28,1,,124,,31,,,,1,,26,2,,7,,,1,5,,,,4,21,14,1,,18,159,,,,,72
아프리카주,우간다,남성,336,,1,,11,1,,77,,21,,,,1,,17,1,,5,,,1,4,,,,2,12,5,1,,17,119,,,,,40
아프리카주,우간다,여성,180,,,,17,,,47,,10,,,,,,9,1,,2,,,,1,,,,2,9,9,,,1,40,,,,,32
아프리카주,알제리,총계,477,,12,,29,,,34,,12,,,,1,1,3,,,7,,,,6,,1,,1,6,4,,7,34,287,,,,,32
아프리카주,알제리,남성,376,,12,,22,,,12,,3,,,,1,1,,,,6,,,,6,,1,,,3,,,4,8,274,,,,,23
아프리카주,알제리,여성,101,,,,7,,,22,,9,,,,,,3,,,1,,,,,,,,1,3,4,,3,26,13,,,,,9
아프리카주,케냐,총계,400,,1,,8,,,127,,23,,2,,2,1,22,1,,2,,,3,10,,,,8,12,36,3,1,10,52,,,,,76
아프리카주,케냐,남성,240,,1,,6,,,82,,12,,2,,2,,18,1,,2,,,1,7,,,,2,7,24,3,1,6,33,,,,,30
아프리카주,케냐,여성,160,,,,2,,,45,,11,,,,,1,4,,,,,,2,3,,,,6,5,12,,,4,19,,,,,46
아프리카주,세네갈,총계,339,,1,,11,,,17,,5,,,,,,2,1,,,,,2,4,,,,2,1,2,,,8,226,,,,,57
아프리카주,세네갈,남성,294,,1,,10,,,8,,3,,,,,,1,1,,,,,1,3,,,,1,1,2,,,8,212,,,,,42
아프리카주,세네갈,여성,45,,,,1,,,9,,2,,,,,,1,,,,,,1,1,,,,1,,,,,,14,,,,,15
아프리카주,튀니지,총계,333,39,1,,11,1,,35,,12,,,,1,3,1,2,,7,1,,1,3,,,,1,5,11,,4,33,134,,,,,27
아프리카주,튀니지,남성,220,32,,,8,1,,14,,3,,,,,3,1,1,,3,1,,,2,,,,,1,4,,3,13,113,,,,,17
아프리카주,튀니지,여성,113,7,1,,3,,,21,,9,,,,1,,,1,,4,,,1,1,,,,1,4,7,,1,20,21,,,,,10
아프리카주,수단,총계,291,,1,,29,,,38,,5,,,,10,2,1,1,1,2,,,,12,,,,3,31,24,,2,2,70,,,,,57
아프리카주,수단,남성,216,,1,,28,,,20,,4,,,,10,1,1,1,,2,,,,11,,,,2,22,9,,2,2,67,,,,,33
아프리카주,수단,여성,75,,,,1,,,18,,1,,,,,1,,,1,,,,,1,,,,1,9,15,,,,3,,,,,24
아프리카주,기니,총계,274,,3,,5,,,14,,4,,1,,,,7,,,,,,,,,,,6,4,4,,,3,167,,,,,56
아프리카주,기니,남성,221,,3,,5,,,11,,3,,1,,,,4,,,,,,,,,,,2,3,3,,,3,146,,,,,37
아프리카주,기니,여성,53,,,,,,,3,,1,,,,,,3,,,,,,,,,,,4,1,1,,,,21,,,,,19
아프리카주,르완다,총계,258,,,,3,,,148,,10,,,,,,12,1,,4,,,3,3,,,,8,7,12,,1,,27,,,,,19
아프리카주,르완다,남성,164,,,,2,,,94,,7,,,,,,8,1,,4,,,3,3,,,,4,4,4,,,,18,,,,,12
아프리카주,르완다,여성,94,,,,1,,,54,,3,,,,,,4,,,,,,,,,,,4,3,8,,1,,9,,,,,7
아프리카주,탄자니아,총계,255,,1,,12,,,116,,12,,3,,,,9,,,2,,,,6,,,,6,5,4,,1,10,57,,,,,11
아프리카주,탄자니아,남성,184,,1,,9,,,81,,7,,2,,,,6,,,2,,,,3,,,,3,4,3,,,9,46,,,,,8
아프리카주,탄자니아,여성,71,,,,3,,,35,,5,,1,,,,3,,,,,,,3,,,,3,1,1,,1,1,11,,,,,3
아프리카주,콩고민주공화국,총계,243,,,,4,,,51,,11,,2,,,,8,1,,3,,,,8,,1,,7,39,16,,2,3,52,,,,,35
아프리카주,콩고민주공화국,남성,161,,,,2,,,40,,9,,2,,,,6,1,,2,,,,6,,1,,3,22,5,,2,3,35,,,,,22
아프리카주,콩고민주공화국,여성,82,,,,2,,,11,,2,,,,,,2,,,1,,,,2,,,,4,17,11,,,,17,,,,,13
아프리카주,말리,총계,217,,3,,7,,,31,,8,,,,3,,2,,,,,,1,,,,,,7,4,,,8,109,,,,,34
아프리카주,말리,남성,200,,3,,6,,,27,,8,,,,3,,2,,,,,,1,,,,,,5,1,,,8,104,,,,,32
아프리카주,말리,여성,17,,,,1,,,4,,,,,,,,,,,,,,,,,,,,2,3,,,,5,,,,,2
아프리카주,코트디부아르,총계,207,,3,,22,,,24,,4,,,,,,3,,,,,,3,2,,1,,4,9,,,,5,59,,,,,68
아프리카주,코트디부아르,남성,141,,3,,20,,,18,,4,,,,,,3,,,,,,,2,,,,2,3,,,,4,42,,,,,40
아프리카주,코트디부아르,여성,66,,,,2,,,6,,,,,,,,,,,,,,3,,,1,,2,6,,,,1,17,,,,,28
아프리카주,앙골라,총계,145,,3,,3,,,10,,7,,,,1,,6,,,,,,,2,,,,2,2,3,,,4,52,,,,,50
아프리카주,앙골라,남성,104,,3,,3,,,6,,5,,,,1,,4,,,,,,,2,,,,2,2,2,,,3,45,,,,,26
아프리카주,앙골라,여성,41,,,,,,,4,,2,,,,,,2,,,,,,,,,,,,,1,,,1,7,,,,,24
아프리카주,감비아,총계,143,,2,,2,,,14,,1,,,,,1,2,,,,,,1,,,,,,1,1,,,1,93,,,,,24
아프리카주,감비아,남성,134,,2,,2,,,12,,1,,,,,1,1,,,,,,1,,,,,,1,,,,1,91,,,,,21
아프리카주,감비아,여성,9,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,1,,,,2,,,,,3
아프리카주,부룬디,총계,130,,,,,,,44,,4,,,,,,9,1,,1,,,,3,,,,2,30,8,,,1,26,,,,,1
아프리카주,부룬디,남성,81,,,,,,,30,,3,,,,,,8,1,,1,,,,2,,,,,13,4,,,,19,,,,,
아프리카주,부룬디,여성,49,,,,,,,14,,1,,,,,,1,,,,,,,1,,,,2,17,4,,,1,7,,,,,1
아프리카주,짐바브웨,총계,110,,10,,11,,,20,,2,,,,,1,7,1,,4,,,2,5,,1,,1,1,15,1,1,1,10,,,,,16
아프리카주,짐바브웨,남성,61,,10,,9,,,11,,,,,,,1,3,1,,3,,,2,4,,1,,,,4,1,1,,3,,,,,7
아프리카주,짐바브웨,여성,49,,,,2,,,9,,2,,,,,,4,,,1,,,,1,,,,1,1,11,,,1,7,,,,,9
아프리카주,잠비아,총계,101,,2,,4,,,26,,4,,8,,,,2,1,,,,,,1,,,,7,1,4,,1,1,,,,,,39
아프리카주,잠비아,남성,50,,1,,2,,,17,,1,,6,,,,2,1,,,,,,1,,,,1,,,,1,,,,,,,17
아프리카주,잠비아,여성,51,,1,,2,,,9,,3,,2,,,,,,,,,,,,,,,6,1,4,,,1,,,,,,22
아프리카주,시에라리온,총계,88,,3,,3,,,8,,,,,,,,,1,,,,,,1,,,,7,,6,,,2,24,,,,,33
아프리카주,시에라리온,남성,61,,3,,3,,,7,,,,,,,,,1,,,,,,1,,,,3,,2,,,2,17,,,,,22
아프리카주,시에라리온,여성,27,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,4,,,,7,,,,,11
아프리카주,가봉,총계,82,,1,,2,,,28,,11,,,,,,1,,,,,,,2,,,,,5,,1,4,,4,,,,,23
아프리카주,가봉,남성,45,,,,,,,18,,4,,,,,,,,,,,,,2,,,,,4,,1,2,,3,,,,,11
아프리카주,가봉,여성,37,,1,,2,,,10,,7,,,,,,1,,,,,,,,,,,,1,,,2,,1,,,,,12
아프리카주,모잠비크,총계,61,,1,,3,,,10,,2,,1,4,,14,,,,,,,,1,,,,1,,6,,,5,12,,,,,1
아프리카주,모잠비크,남성,44,,1,,2,,,6,,,,1,4,,12,,,,,,,,,,,,,,2,,,4,11,,,,,1
아프리카주,모잠비크,여성,17,,,,1,,,4,,2,,,,,2,,,,,,,,1,,,,1,,4,,,1,1,,,,,
아프리카주,부르키나파소,총계,53,,1,,3,,,7,,3,,1,,,,1,,,,,,1,,,1,,,1,1,,,3,17,,,,,13
아프리카주,부르키나파소,남성,43,,1,,3,,,3,,3,,1,,,,,,,,,,1,,,1,,,1,1,,,3,14,,,,,11
아프리카주,부르키나파소,여성,10,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,2
아프리카주,토고,총계,49,,3,,2,,,8,,,,,,,,1,,,,,,,,,,,,2,1,,1,1,23,,,,,7
아프리카주,토고,남성,37,,1,,2,,,7,,,,,,,,1,,,,,,,,,,,,2,1,,1,1,20,,,,,1
아프리카주,토고,여성,12,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,6
아프리카주,콩고,총계,33,,1,,7,,,1,,1,,,,,1,,,,,,,,,,,,2,2,,,,1,14,,,,,3
아프리카주,콩고,남성,27,,1,,7,,,,,1,,,,,1,,,,,,,,,,,,1,1,,,,1,13,,,,,1
아프리카주,콩고,여성,6,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,2
아프리카주,말라위,총계,33,,2,,,,,17,,1,,1,,,,,,,,,,,,,2,,1,1,,,,,,,,,,8
아프리카주,말라위,남성,19,,2,,,,,10,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,4
아프리카주,말라위,여성,14,,,,,,,7,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,4
아프리카주,마다가스카르,총계,30,,1,,2,,,9,,3,,2,,,,,,,,,,,,,,,1,2,4,,,5,,,,,,1
아프리카주,마다가스카르,남성,7,,,,1,,,1,,1,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,
아프리카주,마다가스카르,여성,23,,1,,1,,,8,,2,,,,,,,,,,,,,,,,,1,2,2,,,5,,,,,,1
아프리카주,베냉,총계,26,1,5,,,,,8,,,,,,,,,1,,1,,,,,,,,,,1,,1,1,2,,,,,5
아프리카주,베냉,남성,23,1,4,,,,,8,,,,,,,,,1,,1,,,,,,,,,,1,,1,1,2,,,,,3
아프리카주,베냉,여성,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
아프리카주,남수단공화국,총계,26,,,,,,,12,,,,,,,,,,,,,2,2,,,,,,1,1,,,,5,,,,,3
아프리카주,남수단공화국,남성,23,,,,,,,11,,,,,,,,,,,,,2,2,,,,,,1,,,,,5,,,,,2
아프리카주,남수단공화국,여성,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
아프리카주,소말리아,총계,24,1,2,,,,,10,,2,,,,,,1,,,,,,,3,,,,,2,,,,,3,,,,,
아프리카주,소말리아,남성,20,1,2,,,,,7,,2,,,,,,,,,,,,,3,,,,,2,,,,,3,,,,,
아프리카주,소말리아,여성,4,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
아프리카주,모리셔스,총계,23,,8,,,,,4,,1,,,,1,,,,,,,,,2,,,,,,2,,1,,,,,,,4
아프리카주,모리셔스,남성,11,,4,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,3
아프리카주,모리셔스,여성,12,,4,,,,,3,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,1
아프리카주,기니비사우,총계,23,,1,,2,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,15,,,,,1
아프리카주,기니비사우,남성,19,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,15,,,,,
아프리카주,기니비사우,여성,4,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
아프리카주,에스와티니,총계,20,,4,,,,,5,,,,1,,,,,,,,,,,1,,,,,,2,2,,,3,,,,,2
아프리카주,에스와티니,남성,13,,4,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,3,,,,,2
아프리카주,에스와티니,여성,7,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,
아프리카주,보츠와나,총계,20,,,,1,,,6,,2,,,,,,1,,,,,,,1,,,,,3,,,1,1,,,,,,4
아프리카주,보츠와나,남성,9,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,2
아프리카주,보츠와나,여성,11,,,,,,,4,,1,,,,,,1,,,,,,,1,,,,,1,,,,1,,,,,,2
아프리카주,에리트레아,총계,16,,1,,1,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,1,,,,,3
아프리카주,에리트레아,남성,10,,1,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,2
아프리카주,에리트레아,여성,6,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,1
아프리카주,차드,총계,12,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,,,,1
아프리카주,차드,남성,11,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,,,,1
아프리카주,차드,여성,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카주,모리타니,총계,12,,,,1,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,4
아프리카주,모리타니,남성,10,,,,1,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,3
아프리카주,모리타니,여성,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
아프리카주,적도기니,총계,11,,,,2,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2
아프리카주,적도기니,남성,8,,,,1,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1
아프리카주,적도기니,여성,3,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
아프리카주,중앙아프리카공화국,총계,10,,1,,1,,,2,,,,1,,,,1,,,,,,,1,,,,,1,,,,,,,,,,2
아프리카주,중앙아프리카공화국,남성,8,,,,1,,,2,,,,1,,,,1,,,,,,,1,,,,,1,,,,,,,,,,1
아프리카주,중앙아프리카공화국,여성,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
아프리카주,니제르,총계,10,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,1,,,,,2
아프리카주,니제르,남성,9,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,2
아프리카주,니제르,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
아프리카주,자이르,총계,7,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
아프리카주,자이르,남성,5,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카주,자이르,여성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
아프리카주,지부티,총계,5,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
아프리카주,지부티,남성,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
아프리카주,지부티,여성,2,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
아프리카주,레소토,총계,5,,,,1,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
아프리카주,레소토,남성,3,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
아프리카주,레소토,여성,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카주,나미비아,총계,5,,,,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,
아프리카주,나미비아,남성,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
아프리카주,나미비아,여성,4,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
